date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:39:33	56147/56147	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ticket-list.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ticket-list.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:34	62044/62044	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/app-chat.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/app-chat.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:34	42787/42787	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/app-calendar.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/app-calendar.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:35	96187/96187	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/form-inputs.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/form-inputs.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:35	111806/111806	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/form-input-grid.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/form-input-grid.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:36	46972/46972	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/form-checkbox-radio.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/form-checkbox-radio.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:36	78866/78866	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/table-basic.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/table-basic.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:37	47651/47651	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/table-sizing.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/table-sizing.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:38	50926/50926	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/table-dark-basic.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/table-dark-basic.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:38	84792/84792	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/table-layout-coloured.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/table-layout-coloured.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:39	128977/128977	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/table-datatable-basic.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/table-datatable-basic.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:39	249177/249177	---M--	200	added ('OK')	text/css	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/dist/css/style.min.css	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/dist/css/style.min.css	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:39	44876/44876	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/chart-morris.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/chart-morris.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:39	43698/43698	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/chart-chart-js.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/chart-chart-js.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:40	47944/47944	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/chart-knob.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/chart-knob.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:40	119470/119470	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-modals.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-modals.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:41	141923/141923	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-buttons.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-buttons.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:41	84075/84075	---MCZ	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-tab.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-tab.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:41	44174/44174	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-tooltip-popover.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-tooltip-popover.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:42	51717/51717	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-notification.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-notification.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:42	55715/55715	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-typography.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-typography.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:43	65704/65704	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-bootstrap.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-bootstrap.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:43	47448/47448	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-progressbar.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-progressbar.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:43	42567/42567	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-breadcrumb.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-breadcrumb.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:43	71625/71625	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-list-media.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-list-media.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:44	54884/54884	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-grid.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-grid.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:44	52844/52844	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-carousel.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-carousel.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:44	58723/58723	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-scrollspy.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-scrollspy.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:44	56281/56281	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-toasts.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-toasts.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:45	51092/51092	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-spinner.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-spinner.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:45	78645/78645	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/ui-cards.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/ui-cards.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:46	5212/5212	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/authentication-login1.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/authentication-login1.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:46	5032/5032	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/authentication-register1.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/authentication-register1.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:46	181296/181296	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/icon-fontawesome.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/icon-fontawesome.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:46	79620/79620	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/html/icon-simple-lineicon.html	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/html/icon-simple-lineicon.html	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:47	2664/2664	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/images/users/widget-table-pic1.jpg	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/images/users/widget-table-pic1.jpg	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:47	2596/2596	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/images/users/widget-table-pic2.jpg	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/images/users/widget-table-pic2.jpg	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:48	2697/2697	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/images/users/widget-table-pic3.jpg	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/images/users/widget-table-pic3.jpg	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:48	3042/3042	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/images/users/widget-table-pic4.jpg	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/images/users/widget-table-pic4.jpg	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:49	21162/21162	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/libs/popper.js/dist/umd/popper.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/libs/popper.js/dist/umd/popper.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:49	88145/88145	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/libs/jquery/dist/jquery.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/libs/jquery/dist/jquery.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:50	4424/4424	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/dist/js/app-style-switcher.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/dist/js/app-style-switcher.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:50	58072/58072	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/libs/bootstrap/dist/js/bootstrap.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/libs/bootstrap/dist/js/bootstrap.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:51	47065/47065	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/libs/perfect-scrollbar/dist/perfect-scrollbar.jquery.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/libs/perfect-scrollbar/dist/perfect-scrollbar.jquery.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:51	2157/2157	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/dist/js/sidebarmenu.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/dist/js/sidebarmenu.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:51	1031/1031	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/dist/js/custom.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/dist/js/custom.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:52	67680/67680	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/dist/js/feather.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/dist/js/feather.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:52	151725/151725	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/extra-libs/c3/d3.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/extra-libs/c3/d3.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:53	186820/186820	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/extra-libs/c3/c3.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/extra-libs/c3/c3.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:53	3032/3032	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/libs/chartist-plugin-tooltips/dist/chartist-plugin-tooltip.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/libs/chartist-plugin-tooltips/dist/chartist-plugin-tooltip.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:53	40240/40240	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/libs/chartist/dist/chartist.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/libs/chartist/dist/chartist.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:53	104822/104822	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/extra-libs/jvector/jquery-jvectormap-2.0.2.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/extra-libs/jvector/jquery-jvectormap-2.0.2.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:54	1940/1940	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/dist/js/pages/dashboards/dashboard1.min.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/dist/js/pages/dashboards/dashboard1.min.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:54	98940/98940	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/dist/css/icons/font-awesome/webfonts/fa-brands-400.eot?	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/dist/css/icons/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://demo.adminmart.com/minimalism-lite-master/src/dist/css/style.min.css)
21:39:55	104252/104252	---M--	200	added ('OK')	application/javascript	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/assets/extra-libs/jvector/jquery-jvectormap-world-mill-en.js	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/assets/extra-libs/jvector/jquery-jvectormap-world-mill-en.js	(from https://demo.adminmart.com/minimalism-lite-master/src/html/index.html)
21:39:55	98940/98940	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/dist/css/icons/font-awesome/webfonts/fa-brands-400.eot	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/dist/css/icons/font-awesome/webfonts/fa-brands-400.eot	(from https://demo.adminmart.com/minimalism-lite-master/src/dist/css/style.min.css)
21:39:56	63904/63904	---M--	200	added ('OK')	font/woff	date:Mon,%2001%20Feb%202021%2005:13:04%20GMT	https://demo.adminmart.com/minimalism-lite-master/src/dist/css/icons/font-awesome/webfonts/fa-brands-400.woff	C:/Users/Abdelaziz/Desktop/TWIN/kaddem2/kad/demo.adminmart.com/minimalism-lite-master/src/dist/css/icons/font-awesome/webfonts/fa-brands-400.woff	(from https://demo.adminmart.com/minimalism-lite-master/src/dist/css/style.min.css)
